Statistical table extracted on October 17, 2024 (23:02:41),,
http://www.ine.pt,,,
,,,
,,,
,,,
Geographic localization (NUTS - 2024);Rural fires (No.) by Geographic localization (NUTS - 2024) and Cause of fire -  Annual;;;;;;;,,,
;Data reference period;;;;;;;,,,
;2023;;;;;;;,,,
;Cause of fire;;;;;;;,,,
;Total;Negligence;Intentional;Naturais;Re-ignition;Undetermined;Not investigated;,,,
1C20204: Barrancos;0 &;0 &;0 &;0 &;0 &;0 &;0 &;,,,
1C20205: Beja;34 &;12 &;7 &;0 &;0 &;15 &;0 &;,,,
1C20206: Castro Verde;7 &;5 &;1 &;0 &;0 &;1 &;0 &;,,,
1C20207: Cuba;5 &;4 &;0 &;0 &;0 &;1 &;0 &;,,,
1C20208: Ferreira do Alentejo;12 &;11 &;0 &;0 &;0 &;1 &;0 &;,,,
1C20209: M�rtola;4 &;0 &;1 &;0 &;0 &;3 &;0 &;,,,
1C20210: Moura;17 &;14 &;2 &;0 &;0 &;1 &;0 &;,,,
1C20212: Ourique;12 &;12 &;0 &;0 &;0 &;0 &;0 &;,,,
1C20213: Serpa;24 &;16 &;1 &;0 &;0 &;7 &;0 &;,,,
1C20214: Vidigueira;12 &;6 &;0 &;0 &;0 &;6 &;0 &;,,,
1C3: Alto Alentejo;145 &;105 &;9 &;2 &;3 &;26 &;0 &;,,,
1C31201: Alter do Ch�o;2 &;2 &;0 &;0 &;0 &;0 &;0 &;,,,
1C31202: Arronches;7 &;7 &;0 &;0 &;0 &;0 &;0 &;,,,
1C31203: Avis;8 &;6 &;0 &;0 &;0 &;2 &;0 &;,,,
1C31204: Campo Maior;21 &;17 &;1 &;0 &;0 &;3 &;0 &;,,,
1C31205: Castelo de Vide;3 &;2 &;0 &;0 &;0 &;1 &;0 &;,,,
1C31206: Crato;3 &;3 &;0 &;0 &;0 &;0 &;0 &;,,,
1C31207: Elvas;34 &;26 &;1 &;0 &;1 &;6 &;0 &;,,,
1C31208: Fronteira;4 &;4 &;0 &;0 &;0 &;0 &;0 &;,,,
1C31209: Gavi�o;5 &;2 &;3 &;0 &;0 &;0 &;0 &;,,,
1C31210: Marv�o;6 &;5 &;1 &;0 &;0 &;0 &;0 &;,,,
1C31211: Monforte;3 &;2 &;0 &;0 &;0 &;1 &;0 &;,,,
1C31212: Nisa;6 &;1 &;3 &;0 &;0 &;2 &;0 &;,,,
1C31213: Ponte de Sor;20 &;11 &;0 &;1 &;1 &;7 &;0 &;,,,
1C31214: Portalegre;10 &;8 &;0 &;1 &;1 &;0 &;0 &;,,,
1C31215: Sousel;13 &;9 &;0 &;0 &;0 &;4 &;0 &;,,,
1C4: Alentejo Central;142 &;37 &;9 &;0 &;2 &;94 &;0 &;,,,
1C40701: Alandroal;6 &;5 &;0 &;0 &;0 &;1 &;0 &;,,,
1C40702: Arraiolos;10 &;1 &;0 &;0 &;0 &;9 &;0 &;,,,
1C40703: Borba;4 &;1 &;0 &;0 &;0 &;3 &;0 &;,,,
1C40704: Estremoz;6 &;1 &;0 &;0 &;0 &;5 &;0 &;,,,
1C40705: �vora;30 &;4 &;0 &;0 &;0 &;26 &;0 &;,,,
1C40706: Montemor-o-Novo;11 &;3 &;0 &;0 &;0 &;8 &;0 &;,,,
1C40707: Mora;3 &;1 &;0 &;0 &;0 &;2 &;0 &;,,,
1C40708: Mour�o;13 &;2 &;3 &;0 &;0 &;8 &;0 &;,,,
1C40709: Portel;11 &;4 &;0 &;0 &;1 &;6 &;0 &;,,,
1C40710: Redondo;12 &;2 &;0 &;0 &;1 &;9 &;0 &;,,,
